Artist ,Event Title,Event Date,Year,Country ,City,Genre(s),Notes/Highlights
Stain ,Boxout Wednesdays 139,4th Dec,2019,,,,
Delhi Sultanate,Boxout Wednesdays 140,11th Dec,2019,,,,Goa Sunsplash Pre Party
Reggae Rajahs ,Boxout Wednesdays 140,11th Dec,2019,,,,
Flux Vortex,Boxout Wednesdays 140,11th Dec,2019,,,,
Shama Anwar,Boxout Wednesdays 140,11th Dec,2019,,,,
Chippy Nonstop ,Boxout Wednesdays 141,25th Dec,2019,,,,
SDE ,Boxout Wednesdays 141,25th Dec,2019,,,,
Monophonik ,Boxout Wednesdays 141,25th Dec,2019,,,,
Stain ,Boxout Wednesdays 141,25th Dec,2019,,,,
Three Oscillators,Boxout Wednesdays 142,8th Jan,2020,,,,
Corridors,Boxout Wednesdays 142,8th Jan,2020,,,,
Dam Square,Boxout Wednesdays 142,8th Jan,2020,,,,
Fatboi x Sadboi,Boxout Wednesdays 142,8th Jan,2020,,,,
Vixen Sound ,Boxout Wednesdays 143,15th Jan,2020,,,,
Tom Spirals,Boxout Wednesdays 143,15th Jan,2020,,,,
Stain ,Boxout Wednesdays 143,15th Jan,2020,,,,
MC Soopy,Boxout Wednesdays 143,15th Jan,2020,,,,
Daisuke Tanabe,Boxout Wednesdays 144,22nd Jan,2020,,,,
thegreybox,Boxout Wednesdays 144,22nd Jan,2020,,,,
DJ MoCity,Boxout Wednesdays 144,22nd Jan,2020,,,,
Unfuckman,Boxout Wednesdays 144,22nd Jan,2020,,,,
Nick Hook ,Boxout Wednesdays 145,29th Jan,2020,,,,
CEE,Boxout Wednesdays 145,29th Jan,2020,,,,
Shama Anwar,Boxout Wednesdays 145,29th Jan,2020,,,,
Reggae Rajahs ,Boxout Wednesdays 146,5th Feb,2020,,,,
DJ Uri,Boxout Wednesdays 146,5th Feb,2020,,,,
DJ Sticky,Boxout Wednesdays 146,5th Feb,2020,,,,
Shama Anwar,Boxout Wednesdays 146,5th Feb,2020,,,,
She's Drunk,Boxout Wednesdays 147,12th Feb,2020,,,,
YNZN.P,Boxout Wednesdays 147,12th Feb,2020,,,,
Dita,Boxout Wednesdays 147,12th Feb,2020,,,,
Unfuckman,Boxout Wednesdays 147,12th Feb,2020,,,,
Enhancify,Boxout Wednesdays 147,12th Feb,2020,,,,
DJ Koco ,Boxout Wednesdays 148,19th Feb,2020,,,,
Dan Greenpeace,Boxout Wednesdays 148,19th Feb,2020,,,,
Stain ,Boxout Wednesdays 148,19th Feb,2020,,,,
Pooja B,Boxout Wednesdays 149,26th Feb,2020,,,,
Shireen,Boxout Wednesdays 149,26th Feb,2020,,,,
Dam Square,Boxout Wednesdays 149,26th Feb,2020,,,,
Killa P ,Boxout Wednesdays 150,4th March,2020,,,,3rd Birthday Party
Manara,Boxout Wednesdays 150,4th March,2020,,,,
Boxout Soundsystem,Boxout Wednesdays 150,4th March,2020,,,,
Rodali ,Boxout Wednesdays 150,4th March,2020,,,,
Vijeyata,Boxout Wednesdays 150,4th March,2020,,,,
GiGi FM,Boxout Wednesdays 151,11th March,2020,,,,
Trafficc,Boxout Wednesdays 151,11th March,2020,,,,
Nida,Boxout Wednesdays 151,11th March,2020,,,,
Kavtinaa,Boxout Wednesdays 151,11th March,2020,,,,
Pia Collada,Boxout Wednesdays 151,11th March,2020,,,,
Tera Kora ,Boxout Wednesdays 152,18th March,2020,,,,
Full Power,Boxout Wednesdays 152,18th March,2020,,,,
E,Boxout Wednesdays 152,18th March,2020,,,,
Priyam ,Boxout Wednesdays 152,18th March,2020,,,,
Stalvort John,Boxout Wednesdays 153,25th March,2020,,,,
Farhan Rehman,Boxout Wednesdays 153,25th March,2020,,,,
Hiranya ,Boxout Wednesdays 153,25th March,2020,,,,
Shireen,Boxout Wednesdays 153,25th March,2020,,,,
Boxout Wednesdays,Boxout Wednesdays 154,24th Feb ,2021,,,,
Miredo ,Boxout Wednesdays 155,3rd March ,2021,,,,
Tanzen,Boxout Wednesdays 155,3rd March ,2021,,,,
Lush Lata,Boxout Wednesdays 155,3rd March ,2021,,,,
General Zooz,Boxout Wednesdays 155,3rd March ,2021,,,,
Boxout Soundsystem,Boxout Wednesdays 155,3rd March ,2021,,,,
Stain ,Boxout Wednesdays 156,10th March,2021,,,,
Noriko Shakti ,Boxout Wednesdays 156,10th March,2021,,,,
DJ MoCity,Boxout Wednesdays 156,10th March,2021,,,,
Sodhi,Boxout Wednesdays 156,10th March,2021,,,,
Mutable Mercury ,Boxout Wednesdays 156,10th March,2021,,,,
Unfuckman,Boxout Wednesdays 156,10th March,2021,,,,
Boxout Soundsystem,Boxout Wednesdays 157,17th March ,2021,,,,
DJ MoCity,Boxout Wednesdays 158,24th March,2021,,,,
Lush Lata,Boxout Wednesdays 158,24th March,2021,,,,
Anirudh Khurana,Boxout Wednesdays 158,24th March,2021,,,,
Stain ,Boxout Wednesdays 158,24th March,2021,,,,
Sodhi,Boxout Wednesdays 158,24th March,2021,,,,
Weather Report (Visuals),Boxout Wednesdays 158,24th March,2021,,,,
Monophonik ,Boxout Wednesdays 159,31st March,2021,,,,
Trafficc,Boxout Wednesdays 159,31st March,2021,,,,
Mutable Mercury ,Boxout Wednesdays 159,31st March,2021,,,,
Stain ,Boxout Wednesdays 159,31st March,2021,,,,
Sodhi,Boxout Wednesdays 159,31st March,2021,,,,
MC Soopy,Boxout Wednesdays 160,1st Sep,2021,,,,
NIDA,Boxout Wednesdays 160,1st Sep,2021,,,,
Mutable Mercury ,Boxout Wednesdays 160,1st Sep,2021,,,,
Sodhi ,Boxout Wednesdays 160,1st Sep,2021,,,,
Stain ,Boxout Wednesdays 160,1st Sep,2021,,,,
Weather Report (Visuals),Boxout Wednesdays 160,1st Sep,2021,,,,
Boxout Wednesdays ,Boxout Wednesdays 161,8th Sep,2021,,,,
Boxout Wednesdays ,Boxout Wednesdays 162,15th Sep,2021,,,,
Boxout Wednesdays ,Boxout Wednesdays 163,22nd Sep,2021,,,,
Boxout Wednesdays ,Boxout Wednesdays 164,29th Sep,2021,,,,
Alboe ,Boxout Wednesdays 165,6th Oct,2021,,,,
Digee,Boxout Wednesdays 165,6th Oct,2021,,,,
Hiranya ,Boxout Wednesdays 165,6th Oct,2021,,,,
Miredo ,Boxout Wednesdays 165,6th Oct,2021,,,,
Tanzen,Boxout Wednesdays 165,6th Oct,2021,,,,
Teesri Duniya ,Boxout Wednesdays 166,13th Oct,2021,,,,
TheSilkCut,Boxout Wednesdays 166,13th Oct,2021,,,,
Bee Wise,Boxout Wednesdays 166,13th Oct,2021,,,,
Sodhi,Boxout Wednesdays 166,13th Oct,2021,,,,
593 live ,Boxout Wednesdays 167,20th Oct,2021,,,,
Clifr ,Boxout Wednesdays 167,20th Oct,2021,,,,
Ranj,Boxout Wednesdays 167,20th Oct,2021,,,,
Issamood,Boxout Wednesdays 167,20th Oct,2021,,,,
Sharma,Boxout Wednesdays 167,20th Oct,2021,,,,
Bee Wise,Boxout Wednesdays 167,20th Oct,2021,,,,
Rawal ,Boxout Wednesdays 168,27th Oct,2021,,,,
Bharg,Boxout Wednesdays 168,27th Oct,2021,,,,
Full Power ,Boxout Wednesdays 168,27th Oct,2021,,,,
Unfuckman,Boxout Wednesdays 168,27th Oct,2021,,,,
Barnet,Boxout Wednesdays 168,27th Oct,2021,,,,
Annushka,Boxout Wednesdays 168,27th Oct,2021,,,,
Corridors,Boxout Wednesdays 169,10th Nov,2021,,,,
Trafficc,Boxout Wednesdays 169,10th Nov,2021,,,,
Kefr,Boxout Wednesdays 169,10th Nov,2021,,,,
Anirudh Khurana,Boxout Wednesdays 169,10th Nov,2021,,,,
Kaleekarma,Boxout Wednesdays 170,17th Nov,2021,,,,
D80,Boxout Wednesdays 170,17th Nov,2021,,,,
Digee,Boxout Wednesdays 170,17th Nov,2021,,,,
Dam Square,Boxout Wednesdays 170,17th Nov,2021,,,,
Kumail ,Boxout Wednesdays 171,24th Nov,2021,,,,
Okedo ,Boxout Wednesdays 171,24th Nov,2021,,,,
Hiranya ,Boxout Wednesdays 171,24th Nov,2021,,,,
Mutable Mercury ,Boxout Wednesdays 171,24th Nov,2021,,,,
FILM,Boxout Wednesdays 172,1st Dec,2021,,,,
Zequenx ,Boxout Wednesdays 172,1st Dec,2021,,,,
Trafficc,Boxout Wednesdays 172,1st Dec,2021,,,,
Sharma,Boxout Wednesdays 172,1st Dec,2021,,,,
Prismer,Boxout Wednesdays 173,8th Dec,2021,,,,
Sepoys,Boxout Wednesdays 173,8th Dec,2021,,,,
Tanzen,Boxout Wednesdays 173,8th Dec,2021,,,,
Miredo ,Boxout Wednesdays 173,8th Dec,2021,,,,
Anirudh Khurana,Boxout Wednesdays 173,8th Dec,2021,,,,
Monophonik ,Boxout Wednesdays 174,15th Dec,2021,,,,
Nida,Boxout Wednesdays 174,15th Dec,2021,,,,
Mutable Mercury ,Boxout Wednesdays 174,15th Dec,2021,,,,
Shortsell,Boxout Wednesdays 174,15th Dec,2021,,,,
DJ MoCity,Boxout Wednesdays 175,22nd Dec,2021,,,,
Unfuckman,Boxout Wednesdays 175,22nd Dec,2021,,,,
Shama Anwar,Boxout Wednesdays 175,22nd Dec,2021,,,,
DJ Karma,Boxout Wednesdays 175,22nd Dec,2021,,,,
Dam Square,Boxout Wednesdays 175,22nd Dec,2021,,,,
David Marston,Boxout Wednesdays 176,9th March,2022,,,,
thegreybox,Boxout Wednesdays 176,9th March,2022,,,,
Gauriwho ,Boxout Wednesdays 176,9th March,2022,,,,
Sodhi,Boxout Wednesdays 176,9th March,2022,,,,
Dr Psych,Boxout Wednesdays 177,16th March,2022,,,,
Anirudh Khurana,Boxout Wednesdays 177,16th March,2022,,,,
Lush Lata,Boxout Wednesdays 177,16th March,2022,,,,
Kalbaisakhi ,Boxout Wednesdays 178,23rd March,2022,,,,
Dam Square,Boxout Wednesdays 178,23rd March,2022,,,,
DJ MoCity,Boxout Wednesdays 178,23rd March,2022,,,,
Dushi Sounds,Boxout Wednesdays 179,30th March ,2022,,,,
Arnav,Boxout Wednesdays 179,30th March ,2022,,,,
Shama Anwar,Boxout Wednesdays 179,30th March ,2022,,,,
Stain ,Boxout Wednesdays 179,30th March ,2022,,,,
Agent ,Boxout Wednesdays 180,6th April,2022,,,,
Abhi Meer,Boxout Wednesdays 180,6th April,2022,,,,
Prismer,Boxout Wednesdays 180,6th April,2022,,,,
Nina Las Vegas,Boxout Wednesdays 181,13th April,2022,,,,
Nash JR,Boxout Wednesdays 181,13th April,2022,,,,
Nida,Boxout Wednesdays 181,13th April,2022,,,,
MC Soopy,Boxout Wednesdays 181,13th April,2022,,,,
Suchi ,Boxout Wednesdays 182,20th April,2022,,,,
Sleepy Insomniac ,Boxout Wednesdays 182,20th April,2022,,,,
Mutable Mercury ,Boxout Wednesdays 182,20th April,2022,,,,
Hiranya ,Boxout Wednesdays 182,20th April,2022,,,,
Hamza Rahimtuka ,Boxout Wednesdays 183,27th April ,2022,,,,
Barnet,Boxout Wednesdays 183,27th April ,2022,,,,
Annushka,Boxout Wednesdays 183,27th April ,2022,,,,
Culoe De Song,Boxout Wednesdays 184,4th May,2022,,,,
Girls Night Out ,Boxout Wednesdays 184,4th May,2022,,,,
Sodhi,Boxout Wednesdays 184,4th May,2022,,,,
Discostan,Boxout Wednesdays 185,11th May,2022,,,,
D80,Boxout Wednesdays 185,11th May,2022,,,,
Okedo ,Boxout Wednesdays 185,11th May,2022,,,,
Zed Bias,Boxout Wednesdays 186,18th May,2022,,,,
YNZN.P,Boxout Wednesdays 186,18th May,2022,,,,
Trafficc,Boxout Wednesdays 186,18th May,2022,,,,
EZ Riser,Boxout Wednesdays 187,25th May,2022,,,,
Unfuckman,Boxout Wednesdays 187,25th May,2022,,,,
Priyam ,Boxout Wednesdays 187,25th May,2022,,,,
Zequenx ,Boxout Wednesdays 188,1st June,2022,,,,
Shantam ,Boxout Wednesdays 188,1st June,2022,,,,
BAST,Boxout Wednesdays 188,1st June,2022,,,,
The Fully Automatic Model,Boxout Wednesdays 189,8th June,2022,,,,
Kaleekarma,Boxout Wednesdays 189,8th June,2022,,,,
Pale Blue Dotter,Boxout Wednesdays 189,8th June,2022,,,,
Stain ,Boxout Wednesdays 190,15th June,2022,,,,
Bamboy ,Boxout Wednesdays 190,15th June,2022,,,,
Lush Lata,Boxout Wednesdays 190,15th June,2022,,,,
Shortsell,Boxout Wednesdays 190,15th June,2022,,,,
CZETAN,Boxout Wednesdays 190,15th June,2022,,,,
Abhinav ,Boxout Wednesdays 190,15th June,2022,,,,
Alpha's World,Boxout Wednesdays 190,15th June,2022,,,,
Ramitajogi,Boxout Wednesdays 190,15th June,2022,,,,
Jayhaan,Boxout Wednesdays 191,22nd June,2022,,,,Fete De La Musique 2022
Raj,Boxout Wednesdays 191,22nd June,2022,,,,Fete De La Musique 2022
Ukato ,Boxout Wednesdays 191,22nd June,2022,,,,Fete De La Musique 2022
Dam Square,Boxout Wednesdays 191,22nd June,2022,,,,Fete De La Musique 2022
Watashi ,Boxout Wednesdays 192,29th June,2022,,,,
Lacuna ,Boxout Wednesdays 192,29th June,2022,,,,
Tanzen,Boxout Wednesdays 192,29th June,2022,,,,
Kartik,Boxout Wednesdays 192,29th June,2022,,,,Fete De La Musique 2022
Hamdi ,Boxout Wednesdays 193,6th July,2022,,,,
Rasa,Boxout Wednesdays 193,6th July,2022,,,,
Priyam ,Boxout Wednesdays 193,6th July,2022,,,,
Zealotantrik,Boxout Wednesdays 193,6th July,2022,,,,
Jitwam ,Boxout Wednesdays 194,13th July,2022,,,,
Kreon,Boxout Wednesdays 194,13th July,2022,,,,
DJ Pants,Boxout Wednesdays 194,13th July,2022,,,,
K-block,Boxout Wednesdays 194,13th July,2022,,,,
Alina ,Boxout Wednesdays 195,20th July,2022,,,,
Mutable Mercury ,Boxout Wednesdays 195,20th July,2022,,,,
Blu Attic,Boxout Wednesdays 195,20th July,2022,,,,
Antariksh Daddy,Boxout Wednesdays 195,20th July,2022,,,,
MadStarBase,Boxout Wednesdays 196,27th July,2022,,,,
Tansane,Boxout Wednesdays 196,27th July,2022,,,,
Dr Psych,Boxout Wednesdays 196,27th July,2022,,,,
Khyber13,Boxout Wednesdays 196,27th July,2022,,,,
Su Real,Boxout Wednesdays 197,3rd Aug,2022,,,,
DJ Skip,Boxout Wednesdays 197,3rd Aug,2022,,,,
DJ Karma,Boxout Wednesdays 197,3rd Aug,2022,,,,
Irie Dance Crew,Boxout Wednesdays 197,3rd Aug,2022,,,,
Sodhi ,Boxout Wednesdays 198,10th Aug,2022,,,,
MC Soopy,Boxout Wednesdays 198,10th Aug,2022,,,,
Anirudh Khurana,Boxout Wednesdays 198,10th Aug,2022,,,,
Panik,Boxout Wednesdays 198,10th Aug,2022,,,,
Unfuckman,Boxout Wednesdays 199,17th Aug,2022,,,,
Dhanji,Boxout Wednesdays 199,17th Aug,2022,,,,
Raghav,Boxout Wednesdays 199,17th Aug,2022,,,,
BC Azad,Boxout Wednesdays 199,17th Aug,2022,,,,
Baajewala,Boxout Wednesdays 199,17th Aug,2022,,,,
Madam X,Boxout Wednesdays 200,24th Aug,2022,,,,
Bønehead,Boxout Wednesdays 200,24th Aug,2022,,,,
Maddeof,Boxout Wednesdays 200,24th Aug,2022,,,,
Awara Sound,Boxout Wednesdays 200,24th Aug,2022,,,,
Nash ,Boxout Wednesdays 201,31st Aug,2022,,,,
thegreybox,Boxout Wednesdays 201,31st Aug,2022,,,,
Dam Square,Boxout Wednesdays 201,31st Aug,2022,,,,
Monophonik ,Boxout Wednesdays 202,7th Sep,2022,,,,
Trafficc,Boxout Wednesdays 202,7th Sep,2022,,,,
Flux Vortex,Boxout Wednesdays 202,7th Sep,2022,,,,
Hiranya ,Boxout Wednesdays 202,7th Sep,2022,,,,
Dappest ,Boxout Wednesdays 203,14th Sep,2022,,,,
adL,Boxout Wednesdays 203,14th Sep,2022,,,,
Ranj ,Boxout Wednesdays 203,14th Sep,2022,,,,
Clifr ,Boxout Wednesdays 203,14th Sep,2022,,,,
Owlist,Boxout Wednesdays 203,14th Sep,2022,,,,
DJ Uri ,Boxout Wednesdays 204,21st Sep,2022,,,,
Dr Psych,Boxout Wednesdays 204,21st Sep,2022,,,,
Anirudh Khurana,Boxout Wednesdays 204,21st Sep,2022,,,,
DJ Plead,Boxout Wednesdays 205,28th Sep,2022,,,,
Sleepy Insomniac ,Boxout Wednesdays 205,28th Sep,2022,,,,
Antariksh Daddy,Boxout Wednesdays 205,28th Sep,2022,,,,
Noni-Mouse,Boxout Wednesdays 206,5th Oct,2022,,,,
Frame/Frame,Boxout Wednesdays 206,5th Oct,2022,,,,
Girls Night Out ,Boxout Wednesdays 206,5th Oct,2022,,,,
K-block,Boxout Wednesdays 206,5th Oct,2022,,,,
Delhi Sultanate ,Boxout Wednesdays 207,12th Oct,2022,,,,
DJ MoCity,Boxout Wednesdays 207,12th Oct,2022,,,,
Pagal Records,Boxout Wednesdays 207,12th Oct,2022,,,,
Sukh Knight,Boxout Wednesdays 208,19th Oct,2022,,,,
Squarewave,Boxout Wednesdays 208,19th Oct,2022,,,,
Stain ,Boxout Wednesdays 208,19th Oct,2022,,,,
Doowap ,Boxout Wednesdays 209,26th Oct,2022,,,,
thegreybox,Boxout Wednesdays 209,26th Oct,2022,,,,
Gauriwho ,Boxout Wednesdays 209,26th Oct,2022,,,,
DJ Pants,Boxout Wednesdays 209,26th Oct,2022,,,,
Auntie Flo ,Boxout Wednesdays 210,2nd Nov,2022,,,,
Sarathy Korwar,Boxout Wednesdays 210,2nd Nov,2022,,,,
Digging In India,Boxout Wednesdays 210,2nd Nov,2022,,,,
Sahareya ,Boxout Wednesdays 211,9th Nov ,2022,,,,
DJ Crisps,Boxout Wednesdays 211,9th Nov ,2022,,,,
Sunny Sun ,Boxout Wednesdays 211,9th Nov ,2022,,,,
Shortsell,Boxout Wednesdays 211,9th Nov ,2022,,,,
Dr Psych,Boxout Wednesdays 211,9th Nov ,2022,,,,
Cartin ,Boxout Wednesdays 212,16th Nov,2022,,,,
Samrai ,Boxout Wednesdays 212,16th Nov,2022,,,,
Mutable Mercury ,Boxout Wednesdays 212,16th Nov,2022,,,,
Earl Gateshead,Boxout Wednesdays 212,16th Nov,2022,,,,
Queen & Disco ,Boxout Wednesdays 213,23rd Nov,2022,,,,
D80,Boxout Wednesdays 213,23rd Nov,2022,,,,
Tartaruga,Boxout Wednesdays 213,23rd Nov,2022,,,,
Mystic State ,Boxout Wednesdays 214,30th Nov ,2022,,,,
DE-TU,Boxout Wednesdays 215,30th Nov ,2022,,,,
RaaKshaS Sound,Boxout Wednesdays 214,30th Nov ,2022,,,,
Malfnktion ,Boxout Wednesdays 215,20th Dec,2022,,,,
Raj ,Boxout Wednesdays 215,20th Dec,2022,,,,
Abhinav ,Boxout Wednesdays 215,20th Dec,2022,,,,
Sophie Farrell,Boxout Wednesdays 216,28th Dec,2022,,,,
Ri Mistry ,Boxout Wednesdays 216,28th Dec,2022,,,,
K-block,Boxout Wednesdays 216,28th Dec,2022,,,,
Mina,Boxout Wednesdays 217,11th Jan,2023,,,,
General Zooz,Boxout Wednesdays 217,11th Jan,2023,,,,
Døgenikt,Boxout Wednesdays 217,11th Jan,2023,,,,
DJ MoCity,Boxout Wednesdays 218,18th Jan,2023,,,,
Nash ,Boxout Wednesdays 218,18th Jan,2023,,,,
Stain ,Boxout Wednesdays 218,18th Jan,2023,,,,
Sodhi ,Boxout Wednesdays 218,18th Jan,2023,,,,
MC Soopy,Boxout Wednesdays 218,18th Jan,2023,,,,
Chrms,Boxout Wednesdays 219,25th Jan,2023,,,,
Mutable Mercury ,Boxout Wednesdays 219,25th Jan,2023,,,,
Maddeof,Boxout Wednesdays 219,25th Jan,2023,,,,
,Boxout Wednesdays 220,,2023,,,,
Cassius Select,Boxout Wednesdays 221,8th feb,2023,,,,
Tera Kòrá,Boxout Wednesdays 222,15th Feb,2023,,,,
Secular Chai ,Boxout Wednesdays 223,22nd Feb,2023,,,,
YNG Daku ,Boxout Wednesdays 223,22nd Feb,2023,,,,
FebbyMomma,Boxout Wednesdays 223,22nd Feb,2023,,,,
Gaika ,Boxout Wednesdays 224,1st March,2023,,,,
Kofi Kofi ,Boxout Wednesdays 224,1st March,2023,,,,
Suggahunny ,Boxout Wednesdays 224,1st March,2023,,,,
SVDP,Boxout Wednesdays 224,1st March,2023,,,,
DJ Dwell,Boxout Wednesdays 225,15th March,2023,,,,
Anuraag,Boxout Wednesdays 225,15th March,2023,,,,
Shortsell,Boxout Wednesdays 225,15th March,2023,,,,
Fringe Mechanics,Boxout Wednesdays 225,15th March,2023,,,,
Parimal Shais ,Boxout Wednesdays 226,22nd March,2023,,,,
Pia Collada,Boxout Wednesdays 226,22nd March,2023,India ,Goa ,,
Antra,Boxout Wednesdays 226,22nd March,2023,,,,
PhreshPrince,Boxout Wednesdays 226,22nd March,2023,,,,
Paloma ,Boxout Wednesdays 227,29th March ,2023,,,,
Emanuel ,Boxout Wednesdays 227,29th March ,2023,,,,
Jetson,Boxout Wednesdays 227,29th March ,2023,,,,
Kefr,Boxout Wednesdays 227,29th March ,2023,,,,
Rasa ,Boxout Wednesdays 228,5th April ,2023,,,,
Priyum ,Boxout Wednesdays 228,5th April ,2023,,,,
Dam Square,Boxout Wednesdays 228,5th April ,2023,,,,
Kalbaisakhi,Boxout Wednesdays 228,5th April ,2023,India ,New Delhi ,,
$ombi ,Boxout Wednesdays 229,12th April ,2023,,,,
Uzairsawal ,Boxout Wednesdays 229,12th April ,2023,,,,
Sheral,Boxout Wednesdays 229,12th April ,2023,India ,New Delhi ,,
Mera Bhai ,Boxout Wednesdays 230,19th April ,2023,,,,
Girls Night Out ,Boxout Wednesdays 230,19th April ,2023,India ,New Delhi ,,
DJ Pants,Boxout Wednesdays 230,19th April ,2023,India ,New Delhi ,,
Hypho ,Boxout Wednesdays 231,26th April,2023,,,,
Stain ,Boxout Wednesdays 231,26th April,2023,,,,
Anirudh Khurana,Boxout Wednesdays 231,26th April,2023,India ,New Delhi ,,
Antariksh Daddy,Boxout Wednesdays 232,3rd May,2023,India ,New Delhi ,,
Prismer,Boxout Wednesdays 232,3rd May,2023,India ,New Delhi ,,
Wave Diary,Boxout Wednesdays 232,3rd May,2023,,,,
Tarqeeb ,Boxout Wednesdays 233,10th May,2023,,,,
Sodhi ,Boxout Wednesdays 233,10th May,2023,,,,
Zealotantrik,Boxout Wednesdays 233,10th May,2023,India ,New Delhi ,,
DJ Ishani ,Boxout Wednesdays 234,17th May,2023,,,,
DJ Karma ,Boxout Wednesdays 234,17th May,2023,,,,
Dr. Psych,Boxout Wednesdays 234,17th May,2023,India ,New Delhi ,,
Anushka ,Boxout Wednesdays 235,24th May,2023,,,,
Avviisha ,Boxout Wednesdays 235,24th May,2023,,,,
Karl Bos,Boxout Wednesdays 235,24th May,2023,,,,
House Of Yanos ,Boxout Wednesdays 236,31st May,2023,UAE,Dubai,,
thegreybox,Boxout Wednesdays 236,31st May,2023,India ,New Delhi ,,
DJ Flight ,Boxout Wednesdays 237,7th June,2023,,,,
UKato ,Boxout Wednesdays 237,7th June,2023,,,,
Mutable Mercury,Boxout Wednesdays 237,7th June,2023,,,,
Lush Lata ,Boxout Wednesdays 238,14th June,2023,India ,New Delhi ,,
Anirudh Khurana,Boxout Wednesdays 238,14th June,2023,,,,
Naek,Boxout Wednesdays 238,14th June,2023,,,,
Roni ,Boxout Wednesdays 239,21st June,2023,,,,
Sleepy Insomniac ,Boxout Wednesdays 239,21st June,2023,India ,New Delhi ,,
Hiranya ,Boxout Wednesdays 239,21st June,2023,,,,
Shortsell,Boxout Wednesdays 239,21st June,2023,,,,
Stellar Nursery ,Boxout Wednesdays 240,28th June,2023,,,,
Bird ,Boxout Wednesdays 240,28th June,2023,,,,
Annushka,Boxout Wednesdays 240,28th June,2023,,,,
Jerome Hill,Boxout Wednesdays 241,5th July,2023,,,,
Prismer,Boxout Wednesdays 241,5th July,2023,,,,
FILM,Boxout Wednesdays 241,5th July,2023,,,,
Ishu,Boxout Wednesdays 241,5th July,2023,,,,
MadStarBase,Boxout Wednesdays 242,12th July,2023,India ,New Delhi ,,
Pia Collada,Boxout Wednesdays 242,12th July,2023,,,,
Noni-Mouse ,Boxout Wednesdays 242,12th July,2023,India ,Mumbai,,
Dualist Inquiry ,Boxout Wednesdays 243,19th July ,2023,,,,
DJ MoCity,Boxout Wednesdays 243,19th July ,2023,India ,New Delhi ,,
Tayhana,Boxout Wednesdays 244,26th July ,2023,,,,
Anisha ,Boxout Wednesdays 244,26th July ,2023,India ,Mumbai,,
Xytech,Boxout Wednesdays 244,26th July ,2023,,,,
Unfuckman ,Boxout Wednesdays 245,2nd Aug,2023,India ,New Delhi ,,
Frappe Ash ,Boxout Wednesdays 245,2nd Aug,2023,India ,New Delhi ,,
Revo Lekhak ,Boxout Wednesdays 245,2nd Aug,2023,,,,
Shauharty,Boxout Wednesdays 245,2nd Aug,2023,,,,
Baajewala,Boxout Wednesdays 245,2nd Aug,2023,,,,
Kahn ,Boxout Wednesdays 246,9th Aug,2023,,,,
Stain ,Boxout Wednesdays 246,9th Aug,2023,India ,New Delhi ,,
LAcuna ,Boxout Wednesdays 246,9th Aug,2023,,,,
Tanzen,Boxout Wednesdays 246,9th Aug,2023,,,,
Nadi,Boxout Wednesdays 247,16th Aug,2023,,,,
Dr. Psych,Boxout Wednesdays 247,16th Aug,2023,India ,New Delhi ,,
PhreshPrince,Boxout Wednesdays 247,16th Aug,2023,,,,
Polo Lilli ,Boxout Wednesdays 248,23rd Aug,2023,,,,
Nariki,Boxout Wednesdays 248,23rd Aug,2023,,,,
Bombie,Boxout Wednesdays 248,23rd Aug,2023,India ,New Delhi ,,
DEFT,Boxout Wednesdays 249,30th Aug,2023,,,,
BLUnt ,Boxout Wednesdays 249,30th Aug,2023,India ,Mumbai,,
Anirudh Khurana,Boxout Wednesdays 249,30th Aug,2023,,,,
Abhinav,Boxout Wednesdays 249,30th Aug,2023,,,,
Jubilee,Boxout Wednesdays 250,6th Sep,2023,,,,
Raka Ashok,Boxout Wednesdays 250,6th Sep,2023,,,,
Dam Square,Boxout Wednesdays 250,6th Sep,2023,,,,
Phaedrus,Boxout Wednesdays 250,6th Sep,2023,,,,
Oblig ,Boxout Wednesdays 251,13h Sep,2023,,,,
Stain ,Boxout Wednesdays 251,13h Sep,2023,,,,
Benkii,Boxout Wednesdays 251,13h Sep,2023,,,,
Rohh,Boxout Wednesdays 251,13h Sep,2023,,,,
Abhi Meer,Boxout Wednesdays 252,20th Sep,2023,,,,
Def ,Boxout Wednesdays 252,20th Sep,2023,,,,
Fringe Mechanics,Boxout Wednesdays 252,20th Sep,2023,,,,
Joe Cotch ,Boxout Wednesdays 253,22nd Sep,2023,,,,
HearTHuG,Boxout Wednesdays 253,22nd Sep,2023,,,,
Leela-Rain ,Boxout Wednesdays 253,22nd Sep,2023,,,,
Zwana,Boxout Wednesdays 253,22nd Sep,2023,,,,
Sully ,Boxout Wednesdays 254,4th Oct,2023,,,,
Iyre ,Boxout Wednesdays 254,4th Oct,2023,,,,
Janaka Selekta ,Boxout Wednesdays 254,4th Oct,2023,,,,
Antariksh Daddy,Boxout Wednesdays 254,4th Oct,2023,India ,New Delhi ,,
Ixist,Boxout Wednesdays 254,4th Oct,2023,,,,
Surusinghe,Boxout Wednesdays 255,11th Oct,2023,,,,
Sleepy Insomniac ,Boxout Wednesdays 255,11th Oct,2023,India ,New Delhi ,,
Avviisha ,Boxout Wednesdays 255,11th Oct,2023,,,,
Ashna Malik,Boxout Wednesdays 255,11th Oct,2023,India ,New Delhi ,,
S!RENE,Boxout Wednesdays 256,18th Oct,2023,,,,
